type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7
37,0.8735024929046631,0.2007022649049759,-0.4833373725414276,0.5494207143783569,0.01904327981173992,0.5674726963043213,0.15819261968135834,-0.22946049273014069
38,0.8659499883651733,0.21061690151691437,-0.49866077303886414,0.5925787687301636,0.021212276071310043,0.6394359469413757,0.04304776340723038,-0.17978394031524658
39,0.9056348204612732,0.6238870024681091,-0.4383697509765625,0.04806135594844818,1.0049978494644165,1.2557823657989502,-0.37742453813552856,-0.330864816904068
40,0.654672384262085,0.9525167942047119,-0.1352880299091339,-0.6565879583358765,-0.41661861538887024,0.5406336188316345,0.2351602166891098,0.2675290107727051
41,0.9102092981338501,0.25457707047462463,-0.5723674893379211,0.5015863180160522,0.033314693719148636,0.585632860660553,0.12659645080566406,-0.22185118496418
42,0.27604973316192627,1.8694074153900146,0.30724164843559265,-0.07319223880767822,-0.923603355884552,0.09586941450834274,-0.6277477741241455,0.4078267812728882
43,0.44158777594566345,1.2512763738632202,-0.16845889389514923,0.0018124454654753208,-1.2376896142959595,1.0161367654800415,1.366703987121582,-0.49004992842674255
44,1.1242693662643433,0.4454369843006134,0.2983625531196594,-0.003515546442940831,-0.7043260931968689,0.6616083979606628,-0.13115693628787994,0.3391352891921997
45,0.9139593839645386,0.1831091195344925,-0.5092594027519226,0.6086995601654053,0.09213967621326447,0.7536536455154419,0.09966972470283508,-0.21753084659576416
46,0.637698769569397,0.4397915303707123,0.8008226752281189,0.4135080873966217,1.2574355602264404,1.145843744277954,-0.051957979798316956,0.8595053553581238
47,1.1699773073196411,1.3858798742294312,0.2864495813846588,-0.18247683346271515,0.18509522080421448,0.31127268075942993,-0.35119152069091797,-0.14787809550762177
48,0.8697534799575806,0.192572683095932,-0.4527928829193115,0.5635290145874023,-0.011780987493693829,0.6526678204536438,-0.03013848327100277,-0.16064070165157318
49,1.1036392450332642,1.1668952703475952,-0.44989699125289917,0.0033983539324253798,-0.7669897675514221,-0.13948874175548553,0.6488010883331299,-0.06698635220527649
50,1.0763221979141235,0.46001166105270386,0.2764628231525421,-0.04384883865714073,-0.6835833191871643,0.6615651249885559,-0.12727321684360504,0.34427955746650696
51,1.1249576807022095,0.4854351878166199,0.24675042927265167,-0.009577950462698936,-0.6884632110595703,0.6854433417320251,-0.13083283603191376,0.3235466480255127
52,0.3252885639667511,1.4883569478988647,-0.39185285568237305,1.1608980894088745,-1.0336778163909912,-0.16461153328418732,-0.5065568685531616,-0.07771944999694824
53,0.6739082932472229,0.9191707968711853,-0.12219398468732834,-0.7065921425819397,-0.37987208366394043,0.6241100430488586,0.2607349157333374,0.24615707993507385
54,1.1593005657196045,1.4110230207443237,0.31606605648994446,-0.1975255161523819,0.1977226585149765,0.29017117619514465,-0.34312936663627625,-0.16350102424621582
55,0.5995852947235107,0.5272477269172668,0.8261964917182922,0.4368142783641815,1.2969512939453125,1.21798837184906,-0.06059961020946503,0.8218702077865601
56,0.35995662212371826,1.9680125713348389,0.4645645320415497,0.01010539848357439,-0.9091787934303284,0.09652882069349289,-0.5324432253837585,0.4132227301597595
57,0.11159006506204605,1.4898077249526978,-0.790955662727356,-0.023106329143047333,-0.48737239837646484,1.3824249505996704,0.49981898069381714,-0.9385451674461365
58,0.2657322585582733,1.8728517293930054,0.4255174398422241,0.0006072747055441141,-0.8809258937835693,0.107642263174057,-0.6418747305870056,0.40893733501434326
59,0.5985579490661621,0.8298235535621643,-0.09307556599378586,-0.6436799168586731,-0.2732384204864502,0.5984458327293396,0.23355154693126678,0.2530401349067688
60,1.1398444175720215,1.1564935445785522,-0.40157803893089294,-0.04409314692020416,-0.697401762008667,-0.0651404857635498,0.5954614281654358,-0.0932101383805275
61,1.094760775566101,1.4092005491256714,0.3139228820800781,-0.18190643191337585,0.1692960411310196,0.26045480370521545,-0.3702673017978668,-0.12509280443191528
62,1.1813113689422607,1.416559100151062,0.28042227029800415,-0.17517398297786713,0.22190473973751068,0.3038618862628937,-0.4009089767932892,-0.14574187994003296
63,0.8590280413627625,0.2777872383594513,-0.466385155916214,0.5411928296089172,-0.022419515997171402,0.5949187278747559,0.032208312302827835,-0.2253207266330719
64,0.6469330191612244,0.4965692460536957,0.8591494560241699,0.49917808175086975,1.2685819864273071,1.1123894453048706,-0.021270401775836945,0.7982938885688782
65,1.1069018840789795,1.156796932220459,-0.4768860638141632,-0.019130732864141464,-0.7162786722183228,-0.14298300445079803,0.6915112137794495,-0.03826196491718292
66,1.1815916299819946,1.3628499507904053,0.3587121367454529,-0.1726248860359192,0.2134922444820404,0.28652289509773254,-0.2980411946773529,-0.13704843819141388
67,1.1658551692962646,1.3563400506973267,0.30802682042121887,-0.2762289047241211,0.1502368450164795,0.3224482536315918,-0.3494065999984741,-0.13332492113113403
68,1.3133481740951538,1.3661348819732666,0.27677080035209656,-0.21626102924346924,0.1693829596042633,0.2799169421195984,-0.25987035036087036,-0.16499382257461548
69,1.029685616493225,0.47951915860176086,0.23314987123012543,-0.06885064393281937,-0.6489841341972351,0.7117089629173279,-0.1578599512577057,0.3656301498413086
70,0.5944943428039551,0.6245372295379639,-0.7498810887336731,0.12129994481801987,0.30878889560699463,1.5519521236419678,0.5571342706680298,-0.7214946746826172
71,0.07216940820217133,1.3402994871139526,0.0724399983882904,-0.256967693567276,0.6155503988265991,1.10160231590271,-0.22427259385585785,-0.001851181616075337
72,1.1663340330123901,1.4555869102478027,0.4031336009502411,-0.17897817492485046,0.20405009388923645,0.4085700809955597,-0.41398119926452637,-0.21292681992053986
73,1.136614441871643,0.4733278453350067,0.2439328134059906,-0.02346915751695633,-0.7558366656303406,0.6681151986122131,-0.18737998604774475,0.39475685358047485
74,0.6087154746055603,0.6576812267303467,-0.7979378700256348,0.10415832698345184,0.3211478888988495,1.558149814605713,0.4788843095302582,-0.72428297996521
75,0.03503416106104851,1.2750440835952759,0.16600151360034943,-0.26117634773254395,0.6356372237205505,1.014557123184204,-0.20388177037239075,0.04925033077597618
76,0.7762735486030579,0.7172019481658936,-0.24971836805343628,0.10961155593395233,-0.16594946384429932,1.2160203456878662,1.5419626235961914,-0.520008385181427
77,1.1922779083251953,1.389636754989624,0.2975758910179138,-0.16756829619407654,0.2010454684495926,0.18687060475349426,-0.3080991506576538,-0.1408567577600479
78,1.0811184644699097,0.4787519872188568,0.2894119918346405,0.03365620598196983,-0.7914572954177856,0.6760880947113037,-0.2141413539648056,0.3227231800556183
79,0.09971898049116135,1.1883991956710815,0.17399752140045166,-0.18662385642528534,0.6807200312614441,0.9310879707336426,-0.13949979841709137,0.10251549631357193
80,0.07708501815795898,1.2448984384536743,0.15426920354366302,-0.15843422710895538,0.7164891362190247,1.035550594329834,-0.09574834257364273,-0.009952236898243427
81,0.5776082277297974,0.45867136120796204,0.787935733795166,0.4023596942424774,1.2776285409927368,1.1564463376998901,-0.1036735475063324,0.8027699589729309
82,0.16533377766609192,1.7533860206604004,0.06736142188310623,0.06231476366519928,-0.7139595746994019,1.1069080829620361,0.5806421637535095,-1.1651791334152222
83,0.07955539971590042,1.7452917098999023,0.08977695554494858,0.07609733939170837,-0.6427982449531555,1.0989538431167603,0.6194642782211304,-1.1242512464523315
84,0.6556331515312195,0.9223241806030273,-0.05594884231686592,-0.6187512278556824,-0.3151552975177765,0.5741233229637146,0.2629969120025635,0.2632667124271393
85,0.34499526023864746,0.4826422929763794,0.5354798436164856,0.8328884243965149,-0.7546303868293762,1.2443240880966187,-0.6629438996315002,0.9479142427444458
86,-0.01472086738795042,1.2933648824691772,-0.3855506479740143,0.809763491153717,-0.6942513585090637,1.1496027708053589,-1.0872892141342163,-0.18134820461273193
87,0.6095409393310547,0.9459616541862488,-0.07386464625597,-0.662274181842804,-0.3010610342025757,0.6335774064064026,0.28517159819602966,0.2630252540111542
88,0.3121478259563446,0.4737412929534912,0.5252437591552734,0.8945678472518921,-0.737173318862915,1.3734655380249023,-0.6448172926902771,0.8987594246864319
89,-0.02076212875545025,1.2396388053894043,-0.40508848428726196,0.8163686394691467,-0.6684523224830627,1.08134925365448,-1.0434647798538208,-0.17256173491477966
90,-0.009145443327724934,0.3335147500038147,-0.3004598617553711,-0.06510479748249054,-0.9874138236045837,1.7874923944473267,0.7142137289047241,0.6258325576782227
91,0.029841594398021698,0.2666151225566864,-0.36264705657958984,-0.09148747473955154,-1.0196553468704224,1.8676084280014038,0.7050161361694336,0.5816983580589294
92,-0.09357281774282455,0.7596179246902466,-0.1810467690229416,1.0460256338119507,1.1638011932373047,1.4227685928344727,1.1199650764465332,-0.2758941054344177
93,0.32168152928352356,1.0617526769638062,1.1078287363052368,1.332840919494629,-0.7513567805290222,0.821868896484375,0.6616408824920654,-0.07694099843502045
94,0.15610337257385254,0.7797099947929382,0.2831140160560608,1.0518949031829834,-0.8503894805908203,0.4359210729598999,0.14176219701766968,-0.230197936296463
95,-0.1584363728761673,0.35724350810050964,0.20362034440040588,1.3455443382263184,-0.032635390758514404,1.3869938850402832,0.45019394159317017,0.6459699869155884
96,-0.6018053889274597,1.1385186910629272,-0.9256928563117981,1.0568177700042725,0.22628435492515564,1.0843361616134644,-0.42773309350013733,-0.07701552659273148
97,-0.05114708095788956,0.29612839221954346,0.10765814036130905,1.3374040126800537,-0.1166486069560051,1.4083250761032104,0.46360552310943604,0.637834370136261
98,-0.03940828517079353,0.7394493818283081,-0.16073457896709442,1.1057387590408325,1.1646541357040405,1.454966425895691,1.1067456007003784,-0.31569796800613403
99,0.047644685953855515,0.019457044079899788,-0.6684573888778687,0.5101655721664429,-0.8637405633926392,1.5487467050552368,0.42031171917915344,0.3908954858779907
100,-0.46165311336517334,1.1510165929794312,-0.9436571598052979,1.0935240983963013,0.25165632367134094,1.0485918521881104,-0.47378286719322205,-0.1119714230298996
101,-0.020508741959929466,0.28496086597442627,0.21074940264225006,1.2777923345565796,-0.12380417436361313,1.3693463802337646,0.41692447662353516,0.6625252366065979
102,-0.06697865575551987,0.8186543583869934,-0.11844915896654129,1.0785341262817383,1.1512806415557861,1.444387674331665,1.025617241859436,-0.3247074484825134
103,0.05516628175973892,0.1282854527235031,-0.5931307077407837,0.4990631937980652,-0.8760020732879639,1.4966586828231812,0.4079132378101349,0.37081265449523926
104,0.008512517437338829,0.21511498093605042,0.17199531197547913,1.3645249605178833,-0.07761918753385544,1.4072805643081665,0.5018383860588074,0.6378902792930603
105,0.03732308745384216,0.2347126007080078,0.22308430075645447,1.363157868385315,-0.07814987748861313,1.344417929649353,0.44284436106681824,0.6719046235084534
106,-0.003043124219402671,0.7864506840705872,-0.10156892985105515,1.0853745937347412,1.1744052171707153,1.4241024255752563,1.0120234489440918,-0.34821435809135437
107,0.0656607523560524,0.06809082627296448,-0.626427173614502,0.4830706715583801,-0.8892481923103333,1.5260061025619507,0.37083929777145386,0.3402192294597626
108,-0.1489894837141037,0.3914303779602051,0.16431425511837006,1.3157505989074707,-0.05576062202453613,1.3632292747497559,0.4394616186618805,0.6287028789520264
109,-0.5662340521812439,1.1883584260940552,-1.0153058767318726,1.0649497509002686,0.3286155164241791,1.1182441711425781,-0.4614856243133545,-0.07326794415712357
110,0.010171270929276943,0.7675763964653015,-0.14348576962947845,1.1499536037445068,1.137505292892456,1.4339748620986938,1.0394004583358765,-0.38175517320632935
111,0.11599760502576828,0.7187347412109375,0.183455228805542,1.1064625978469849,-0.7801548838615417,0.44863879680633545,0.11413297802209854,-0.21437393128871918
112,0.33045318722724915,1.0786679983139038,1.1456736326217651,1.2955050468444824,-0.5645700693130493,0.8644452691078186,0.5964728593826294,-0.10537727177143097
113,-0.12180085480213165,1.4211857318878174,-0.12028908729553223,1.8276779651641846,-0.603050947189331,0.6044657230377197,0.05586684122681618,-0.4492648243904114
114,0.31272462010383606,1.0178345441818237,1.083797574043274,1.3257408142089844,-0.663557767868042,0.9371457099914551,0.6916549205780029,-0.07470116764307022
115,0.1051698699593544,1.8742448091506958,0.12246063351631165,0.0525813102722168,-0.642532467842102,1.1480106115341187,0.6053811311721802,-1.189001202583313
116,0.024016903713345528,1.4667096138000488,-0.8091288208961487,-0.07735277712345123,-0.5275415778160095,1.3648841381072998,0.44458243250846863,-0.8681249618530273
117,0.34218791127204895,1.928092360496521,0.35410967469215393,0.005477388855069876,-0.9937704205513,0.12513305246829987,-0.6352417469024658,0.39859703183174133
118,1.376129388809204,0.23370735347270966,-0.743340015411377,-0.26569145917892456,0.566710352897644,1.123374581336975,0.7966852784156799,-0.19883623719215393
119,1.0313602685928345,1.163333773612976,-0.47822508215904236,0.014803585596382618,-0.6868689060211182,-0.13621734082698822,0.6322256326675415,-0.0727633610367775
120,1.3504635095596313,0.2597106695175171,-0.7925499081611633,-0.250592976808548,0.5610778331756592,1.0927551984786987,0.7913826704025269,-0.18679898977279663
121,0.564445436000824,0.7081029415130615,-0.8627280592918396,0.21408537030220032,0.24242611229419708,1.5534956455230713,0.5241310000419617,-0.7689095139503479
122,0.750499963760376,0.7025408744812012,-0.2503247857093811,0.10894139856100082,-0.11316992342472076,1.1539397239685059,1.6104669570922852,-0.5176882147789001
123,1.145545482635498,1.377882480621338,0.29513534903526306,-0.17378807067871094,0.17063094675540924,0.23257483541965485,-0.3061545789241791,-0.13843655586242676
124,0.12927605211734772,1.8426411151885986,0.057874180376529694,0.08386746793985367,-0.5612611174583435,1.0425770282745361,0.5850183963775635,-1.153044581413269
125,-0.13493627309799194,1.3598467111587524,0.5816414952278137,1.3586268424987793,0.06209952384233475,0.29508060216903687,-0.5214756727218628,0.9431260824203491
126,0.5213087797164917,0.6613351106643677,-0.7661284804344177,0.19993279874324799,0.2594802677631378,1.494127869606018,0.5660689473152161,-0.7381145358085632
127,0.3433472514152527,0.9501080513000488,-0.7871701717376709,-0.15876822173595428,-0.2824855148792267,1.284778356552124,0.8047249913215637,-0.7211718559265137
128,0.10169621556997299,1.2487891912460327,0.1477072834968567,-0.26933932304382324,0.5714690685272217,1.0323985815048218,-0.20431451499462128,0.02759701944887638
129,0.39078980684280396,0.9296548962593079,-0.7977454662322998,-0.14770212769508362,-0.30867114663124084,1.3308230638504028,0.8270355463027954,-0.741643488407135
130,0.3840573728084564,0.4811786711215973,0.4612698554992676,0.9104807376861572,-0.7728997468948364,1.3193628787994385,-0.708067774772644,0.868002712726593
131,-0.11841858923435211,1.2143080234527588,-0.3653223216533661,0.8370463848114014,-0.7220451831817627,1.100058913230896,-1.0510449409484863,-0.17832499742507935
132,0.3455379903316498,0.44398221373558044,0.538568913936615,0.7753722071647644,-0.5989004373550415,1.3519529104232788,-0.6514562368392944,0.8638980388641357
133,-0.00290465634316206,0.7530674338340759,-0.47909554839134216,-0.059810567647218704,0.03050226718187332,2.031325578689575,-0.18176579475402832,-0.34989628195762634
134,-0.10680752247571945,0.31836825609207153,0.16573713719844818,1.360664963722229,-0.0813320204615593,1.3555495738983154,0.49482056498527527,0.5782263278961182
135,-0.12240451574325562,0.8295344710350037,-0.14614368975162506,1.0374864339828491,1.1762316226959229,1.3914401531219482,1.1093344688415527,-0.34647107124328613
136,0.004913031589239836,0.7773045301437378,-0.5118979811668396,-0.08313293755054474,-0.0015100643504410982,2.1122493743896484,-0.24250094592571259,-0.31117409467697144
137,-0.05462542921304703,0.33884549140930176,0.14284411072731018,1.295754313468933,-0.07422616332769394,1.4301701784133911,0.51963210105896,0.6102403402328491
138,-0.12030917406082153,0.7820978164672852,-0.08533985167741776,1.1562696695327759,1.1035635471343994,1.4644938707351685,1.0747517347335815,-0.3036103844642639
139,0.06637553870677948,0.8194293975830078,0.19047565758228302,1.1478691101074219,-0.7844838500022888,0.3671554625034332,0.06172867491841316,-0.2552204430103302
140,0.33387696743011475,1.0313212871551514,1.0389728546142578,1.2858916521072388,-0.6423835754394531,0.8756086826324463,0.7607839703559875,-0.08585312217473984
141,0.3890124559402466,0.9458224773406982,1.0166232585906982,1.35212242603302,-0.6204049587249756,0.8974210023880005,0.7481834292411804,-0.13189396262168884
142,1.0811810493469238,0.4998838007450104,0.27888232469558716,-0.10333851724863052,-0.70106440782547,0.6571031212806702,-0.10810079425573349,0.3301348388195038
143,0.0695253238081932,1.2817083597183228,0.1326383799314499,-0.16422761976718903,0.6603022217750549,1.0102851390838623,-0.19831034541130066,0.08021064847707748
144,1.1277743577957153,1.141507863998413,-0.4217130243778229,0.06906251609325409,-0.7617055177688599,-0.12208910286426544,0.5688177943229675,-0.02141619101166725
145,0.8986320495605469,0.27015599608421326,-0.5164697766304016,0.6106471419334412,-0.027280816808342934,0.6420525908470154,0.09095268696546555,-0.19075143337249756
146,0.6463878154754639,0.6640188694000244,-0.8145129680633545,0.222239688038826,0.28900426626205444,1.639906406402588,0.5615406036376953,-0.7706281542778015
147,1.124899983406067,0.5353769063949585,0.24813205003738403,0.015036266297101974,-0.7446755170822144,0.5915224552154541,-0.20307911932468414,0.3725902736186981
148,1.0663760900497437,0.48363885283470154,0.25250163674354553,0.010102522559463978,-0.661531925201416,0.7112396359443665,-0.14808322489261627,0.3267326354980469
149,0.5695168972015381,0.7337074875831604,-0.8289948105812073,0.12057958543300629,0.22501133382320404,1.629965901374817,0.48490867018699646,-0.7712303400039673
150,1.136770486831665,0.4488368332386017,0.28154927492141724,-0.0019456060836091638,-0.7146152257919312,0.6734851002693176,-0.14625827968120575,0.38689368963241577
151,0.6212342381477356,0.9053680300712585,-0.1607871949672699,-0.6544643044471741,-0.35015660524368286,0.5998185276985168,0.24383719265460968,0.21793583035469055
152,0.08561281114816666,1.8359721899032593,0.10701256990432739,-0.004338455386459827,-0.650800883769989,1.0824047327041626,0.6171184182167053,-1.0875284671783447
153,0.5702837109565735,1.0527223348617554,-0.12660686671733856,-0.7086235880851746,-0.47676998376846313,0.5896111726760864,0.20461797714233398,0.2691827416419983
154,1.1913255453109741,1.4085376262664795,0.30423328280448914,-0.12636874616146088,0.2379731982946396,0.2864273190498352,-0.3909852206707001,-0.12970498204231262
155,0.5711357593536377,0.6667507886886597,-0.8451218605041504,0.20790739357471466,0.22796297073364258,1.6394550800323486,0.4530695378780365,-0.7549736499786377
156,0.3755709230899811,1.2211298942565918,-0.06055809557437897,0.007851483300328255,-1.2723076343536377,1.0513561964035034,1.2958834171295166,-0.43544068932533264
157,0.1172020360827446,1.2525807619094849,0.1359906941652298,-0.2267387956380844,0.6098029613494873,1.0019034147262573,-0.25664740800857544,0.059698183089494705
158,1.0877125263214111,0.4487258791923523,0.30778786540031433,0.02720959298312664,-0.6358970999717712,0.6864740252494812,-0.17216765880584717,0.37119364738464355
159,0.40102308988571167,1.8819304704666138,0.4016508460044861,0.03949423134326935,-0.9314019083976746,0.06721021980047226,-0.5993220806121826,0.3872193396091461
160,0.34021714329719543,1.9875982999801636,0.34680357575416565,0.011119571514427662,-0.9906426072120667,0.03765878453850746,-0.57197105884552,0.42048269510269165
161,1.1115179061889648,0.40419816970825195,0.30117708444595337,-0.002990043256431818,-0.7440829277038574,0.6785160303115845,-0.11443454772233963,0.3364500105381012
162,0.8865548968315125,0.6661628484725952,-0.37979331612586975,0.08615665137767792,0.9853202700614929,1.2590959072113037,-0.3828549087047577,-0.3547130525112152
163,1.0135964155197144,0.4409985840320587,0.18066318333148956,-0.06708428263664246,-0.7235559225082397,0.6763778924942017,-0.19381839036941528,0.3903915286064148
164,1.163132667541504,1.3639967441558838,0.2915351092815399,-0.1798744946718216,0.207615464925766,0.2883172035217285,-0.3463406264781952,-0.1352909803390503
165,1.1039048433303833,1.187711477279663,-0.5148544907569885,-0.007697823457419872,-0.7439040541648865,-0.1303407847881317,0.5851777195930481,-0.057489197701215744
166,1.1074249744415283,0.4585488438606262,0.29803767800331116,-0.009672771207988262,-0.7249322533607483,0.6750514507293701,-0.22721880674362183,0.37254101037979126
167,0.12713181972503662,1.521283507347107,-0.8687035441398621,-0.03469730541110039,-0.5958960652351379,1.26689875125885,0.49043944478034973,-0.922752320766449
168,1.1407281160354614,0.42642199993133545,0.27416399121284485,0.027304045855998993,-0.7153739929199219,0.7030179500579834,-0.11305509507656097,0.39590904116630554
169,1.0779215097427368,0.44247692823410034,0.2425369918346405,-0.033766720443964005,-0.6956183910369873,0.7423181533813477,-0.21566365659236908,0.3533015251159668
170,1.191292643547058,1.4036586284637451,0.22023510932922363,-0.23033031821250916,0.26206350326538086,0.31136366724967957,-0.38456469774246216,-0.17827656865119934
171,1.1627269983291626,1.20705246925354,-0.4426789879798889,-0.027342254295945168,-0.7247164249420166,-0.15276995301246643,0.5785719752311707,-0.06875450909137726
172,0.8420261144638062,0.2893529236316681,-0.5076231360435486,0.4895172119140625,-0.019793609157204628,0.5890008211135864,0.06588026881217957,-0.23128741979599
173,1.0925229787826538,0.501169741153717,0.255058228969574,-0.009392237290740013,-0.7005528807640076,0.5817746520042419,-0.07771707326173782,0.4140395522117615
174,1.1852973699569702,1.3703691959381104,0.3297564387321472,-0.1942232996225357,0.15758860111236572,0.2800838053226471,-0.3393867313861847,-0.13659615814685822
175,0.5711714625358582,0.6777676343917847,-0.7158713340759277,0.11314958333969116,0.23509734869003296,1.5586166381835938,0.49750667810440063,-0.7352538108825684
176,1.1639682054519653,0.4911557734012604,0.1849662810564041,-0.1069473996758461,-0.7756901383399963,0.6997710466384888,-0.2431446760892868,0.37419983744621277
177,0.06623037159442902,1.290463924407959,0.17453382909297943,-0.2582964301109314,0.6492076516151428,1.019486665725708,-0.1288023442029953,0.08817838877439499
178,1.258832335472107,1.417736530303955,0.2568964958190918,-0.13839875161647797,0.30576401948928833,0.19550774991512299,-0.39134201407432556,-0.19069764018058777
179,0.7621654272079468,0.7578065395355225,-0.2793976664543152,0.14733341336250305,-0.1708105504512787,1.2409356832504272,1.6296972036361694,-0.5270253419876099
180,1.1907364130020142,1.4439327716827393,0.3564301133155823,-0.1998252421617508,0.153457373380661,0.3098283112049103,-0.3557609021663666,-0.1037672758102417
181,0.06176866218447685,1.2378482818603516,0.13964276015758514,-0.17309896647930145,0.6075312495231628,1.014100193977356,-0.24495597183704376,0.08339262753725052
